"k","model","o","p"
2,"hier_lm",2.30258509299405,3.06621902550932
2,"hier_lm",4.34963256686288,3.89901190207027
2,"hier_lm",4.70048036579242,3.67129107821554
2,"hier_lm",4.60517018598809,4.33189555516299
2,"hier_lm",2.07944154167984,2.77371312475239
2,"hier_lm",2.07944154167984,2.7516294247514
2,"hier_lm",3.44998754583159,4.34904713841905
2,"hier_lm",3.25809653802148,3.66022769007584
2,"hier_lm",4.18965474202643,3.84671818527315
2,"hier_lm",3.36729582998647,2.86136750881005
2,"hier_lm",2.89037175789616,2.92653740797292
2,"hier_lm",2.77258872223978,3.49175891964393
2,"hier_lm",3.3322045101752,3.69580007272555
2,"hier_lm",3.91202300542815,3.69848669411526
2,"hier_lm",2.77258872223978,2.92592174123046
2,"hier_lm",3.2188758248682,2.86750660615723
2,"hier_lm",3.40119738166216,3.55296904245148
2,"hier_lm",3.97029191355212,3.73214903578381
2,"hier_lm",2.07944154167984,3.12834827872976
2,"hier_lm",1.09861228866811,2.86687164612396
2,"hier_lm",3.40119738166216,2.93190546424161
2,"hier_lm",3.04452243772342,3.15486302891744
2,"hier_lm",2.77258872223978,3.13130554183896
2,"hier_lm",4.93447393313069,3.8963034959435
2,"hier_lm",5.04985600724954,4.111126698283
2,"hier_lm",3.71357206670431,2.89392607748721
2,"hier_lm",4.59511985013459,4.26494291223349
2,"hier_lm",3.87120101090789,4.07624543635912
2,"hier_lm",4.33073334028633,3.94027701962359
2,"hier_lm",4.23410650459726,3.93968498787472
2,"hier_lm",4.06044301054642,3.5919261948542
2,"hier_lm",4.53259949315326,3.97880700412054
2,"hier_lm",4.35670882668959,3.9785875627965
2,"hier_lm",4.60517018598809,4.10244399592388
2,"hier_lm",3.63758615972639,4.02666817028729
2,"hier_lm",4.26267987704132,4.05157443434783
2,"hier_lm",4.00733318523247,3.80991981839626
2,"hier_lm",3.98898404656427,3.13705926505654
2,"hier_lm",4.0943445622221,3.92376717702698
2,"hier_lm",2.77258872223978,3.57215970122428
