"o","p","region","k","model"
4.0943445622221,4.0464523005405,"3.63051689911597",2,"STK"
2.77258872223978,3.51662674595098,"3.63051689911597",2,"STK"
2.89037175789616,4.06715072847168,"3.63051689911597",2,"STK"
1.94591014905531,2.7882390914005,"2.96704993909177",2,"STK"
4.77912349311153,4.08049547538637,"3.63051689911597",2,"STK"
3.09104245335832,2.81025202087896,"2.96704993909177",2,"STK"
2.30258509299405,3.27782106443396,"3.63051689911597",2,"STK"
3.2188758248682,3.79320566216684,"3.63051689911597",2,"STK"
3.29583686600433,2.85738467993118,"2.96704993909177",2,"STK"
4.14313472639153,3.90918076238212,"3.63051689911597",2,"STK"
3.04452243772342,2.80250484618721,"2.96704993909177",2,"STK"
3.55534806148941,4.02253090932276,"3.63051689911597",2,"STK"
4.55387689160054,3.92457170224441,"3.63051689911597",2,"STK"
4.17438726989564,3.94146075510529,"3.63051689911597",2,"STK"
4.67282883446191,4.09258063831124,"3.63051689911597",2,"STK"
3.98898404656427,3.51385687718895,"3.63051689911597",2,"STK"
4.38202663467388,4.05447254560559,"3.63051689911597",2,"STK"
5.12989871492307,3.77777670134473,"3.63051689911597",2,"STK"
3.66356164612965,2.87498580791122,"2.96704993909177",2,"STK"
4.4188406077966,4.20257575171982,"3.63051689911597",2,"STK"
3.52636052461616,4.06083958352002,"3.63051689911597",2,"STK"
4.67282883446191,4.23416047090941,"3.63051689911597",2,"STK"
2.484906649788,2.89226081752409,"2.96704993909177",2,"STK"
2.70805020110221,2.83387179865456,"2.96704993909177",2,"STK"
3.25809653802148,2.8642699061759,"2.96704993909177",2,"STK"
1.79175946922805,3.35669173000396,"3.63051689911597",2,"STK"
4.15888308335967,4.11394170883578,"3.63051689911597",2,"STK"
4.34380542185368,4.0958980039627,"3.63051689911597",2,"STK"
3.46573590279973,4.04466292491446,"3.63051689911597",2,"STK"
2.07944154167984,2.748808912481,"2.96704993909177",2,"STK"
4.47733681447821,3.89422808990081,"3.63051689911597",2,"STK"
2.07944154167984,3.12753822645294,"3.63051689911597",2,"STK"
3.40119738166216,3.08559046552182,"3.63051689911597",2,"STK"
2.70805020110221,2.88476823162263,"2.96704993909177",2,"STK"
2.89037175789616,2.83956643941866,"2.96704993909177",2,"STK"
3.52636052461616,3.11259611217375,"3.63051689911597",2,"STK"
2.39789527279837,2.86977248599334,"2.96704993909177",2,"STK"
3.63758615972639,3.93872209994198,"3.63051689911597",2,"STK"
3.61091791264422,3.59604358101052,"3.63051689911597",2,"STK"
3.36729582998647,2.86722341575437,"2.96704993909177",2,"STK"
2.77258872223978,2.85559334471401,"2.96704993909177",2,"STK"
3.95124371858143,2.92799344924738,"2.96704993909177",2,"STK"
2.56494935746154,2.9634154131358,"3.63051689911597",2,"STK"
